,id,avg_valence,avg_arousal,avg_dominance,avg_intensity_anger,avg_intensity_anticipation,avg_intensity_disgust,avg_intensity_fear,avg_intensity_joy,avg_intensity_sadness,avg_intensity_surprise,avg_intensity_trust,sentiment_score
105,u905p3,0.6177183,0.37854415,0.45625186,0.4576187248804934,0.5359059569397034,0.4923049030433719,0.5799910526631851,0.4434356643704125,0.4843481213956566,0.5638856924952295,0.3485843593364836,0.2656899981913547
106,u719p9,0.66864425,0.37219703,0.55906254,0.4295700316925203,0.5656146149797364,0.3624657772533115,0.3973221787567724,0.8975356706459081,0.3883571770310157,0.3669586602518144,0.6285390004051497,0.4817400644468313
107,u417p1,0.63781756,0.2987225,0.39322096,0.5245365413848961,0.5106786870027418,0.4949302647618557,0.5815805097954435,0.4408236125158392,0.7077399677507494,0.1874285664947666,0.5370894114206818,0.3886501969208736
108,u575p3,0.7549238,0.37518972,0.49669284,0.3271537767992591,0.6303987253714993,0.2877059562013422,0.3137254630266723,0.54085605684768,0.3065015443692924,0.3474285658135707,0.5477538499672141,0.4066534260178748
109,u437p8,0.6170581,0.28278658,0.3323447,0.4295700316925203,0.3056478173412684,0.2820025320925375,0.5121806252639439,0.1371595289941911,0.3883571770310157,0.1291428537952657,0.3705800929130416,0.4128856624319419
110,u781p10,0.6582071,0.43965474,0.521597,0.6258451330922324,0.6226862605550717,0.5918884368392641,0.5611192241373834,0.5603560531078943,0.62154051621191,0.4331428712338816,0.6426009711439272,0.4062135748229176
111,u962p6,0.6655506,0.41895178,0.59441704,0.8091602914504645,0.5619771941607072,0.3624657772533115,0.8645275370327153,0.642671847451997,0.7347781483093994,0.3669586602518144,0.5809739547282818,0.65311004784689
112,u889p4,0.6294001,0.29248294,0.4571635,0.3675027415211743,0.7076411966711696,0.3624657772533115,0.1224004751548933,0.298313890087757,0.2352941221699634,0.3302857251653865,0.2542468814890927,0.3479432369319202
113,u622p1,0.5952657,0.40323523,0.51559407,0.4353326000943665,0.6901993131802305,0.6210392627793166,0.522366502633634,0.2751528465866667,0.4130031133431858,0.2319999828338624,0.3602491163594699,0.4035245204573372
114,u161p5,0.6516555,0.34855258,0.4756122,0.5492547891877304,0.5166112798919275,0.529784514810713,0.4465240397754741,0.2818850019577343,0.4961300653338272,0.0708571410957648,0.3371083391014158,0.426784783741532
115,u213p7,0.6669204,0.43059403,0.55820644,0.5398037154688744,0.7382060031580561,0.3624657772533115,0.3533372634443519,0.2531776726948468,0.1821465386062797,0.4639999912125724,0.5465458265206509,0.403414450103754
116,u697p5,0.65100116,0.39228547,0.5286565,0.5847328129160991,0.60316484822994,0.2674271191225112,0.5061308071778527,0.3928108331560236,0.3065015443692924,0.4876190297295449,0.4746025490806777,0.4066534260178748
117,u32p1,0.6689967,0.27923888,0.5111458,0.4295700316925203,0.5238095308817408,0.3624657772533115,0.3973221787567724,0.4565499620967407,0.3883571770310157,0.3669586602518144,0.4337485947682108,0.4667590027700831
118,u901p10,0.70789593,0.35891676,0.5476217,0.3969465586832431,0.3383167073998077,0.2281368746430432,0.2060606021702438,0.3236057030513926,0.2958376334999515,0.0708571410957648,0.3962501186355167,0.4384729429206819
119,u854p4,0.58905315,0.34106883,0.47718847,0.620865122748194,0.626661058681466,0.640473171920866,0.5216874417812739,0.332360589632197,0.5472996388905735,0.6780952072305747,0.3126736753087324,0.3350369725967812
120,u493p3,0.6793233,0.38210395,0.52468234,0.4641948332197682,0.5221987203021341,0.3498098782298933,0.3458110351771202,0.5695083426501026,0.5510836419878007,0.4034285596146876,0.590663118199046,0.4441366574330563
121,u904p5,0.6428241,0.30141395,0.50870717,0.4505997741783448,0.4346622198829214,0.3089987143593655,0.4403700640818524,0.3803502151768311,0.4729102420465319,0.5977142913195551,0.538316335547008,0.3594710125567726
122,u462p4,0.65458775,0.41846207,0.518645,0.1875681642815817,0.5265780775303953,0.3624657772533115,0.3973221787567724,0.2905317729774992,0.4520123857100905,0.3669586602518144,0.6353340647896402,0.4154135338345865
